711	ボイベーイスの湖のほとり、ペライに住まう者たち、
712	ボイベー、グラピュライ、よく築かれたイアオルコス。
713	これらを率いたのはアドメートスの愛し子、十一隻の船を、
714	エウメーロスが。女たちの中で輝かしいアルケースティスが、
715	ペリエースの娘たちの中で最も姿美しい者が、アドメートスに産んだ子。
716	メトーネーとタウマキエーに住まう者たち、
717	メリボイアを領し、険しいオリゾーンを領する者たち。
718	これらを率いたのは、弓をよく知るピロクテーテース、
719	七隻の船を。それぞれに五十人の漕ぎ手が
720	乗り込んだ、弓をよく知り、力もて戦う者たちが。
721	だが彼は島に臥せっていた、激しい苦しみを嘗めながら、
722	聖なるレームノスに。そこにアカイアの子らが、彼を置き去りにしたのだ、
723	邪心の水蛇による、悪しき傷に苦しむ彼を。
724	そこで嘆いて臥せっていた。だがやがて思い出すはずだった、
725	船のかたわらのアルゴス勢が、主ピロクテーテースのことを。
726	彼らも将なしではなかった。だが将を、恋しく思っていた。
727	彼らを整えたのはメドーン、オイレウスの庶子、
728	町を落とすオイレウスに、レーネーが産んだ子。
729	トリッケーと、岩がちなイトーメーを領する者たち、
730	オイカリエーの人エウリュトスの都、オイカリエーを領する者たち。
731	これらを率いたのは、アスクレーピオスの二人の子、
732	優れた医者、ポダレイリオスとマカーオーン。
733	これらには、三十隻のうつろな船が列をなした。
734	オルメニオンを領する者たち、ヒュペレイアの泉の者たち、
735	アステリオンと、ティタノスの白い峰々を領する者たち。
736	これらを率いたのはエウリュピュロス、エウアイモーンの輝く子。
737	彼には四十隻の黒船が従った。
738	アルギッサを領し、ギュルトーネーに住まう者たち、
739	オルテー、エーローネー、白い都オロオッソーン。
740	これらを率いたのは、戦に踏みとどまるポリュポイテース、
741	ペイリトオスの子。不死なるゼウスが産ませた者の、その子。
742	名高きヒッポダメイアが、ペイリトオスに産んだ子、
743	毛深いペーレスに、報いを取ったあの日に。
744	彼らをペーリオンから追い払い、アイティケスのもとへ追いやった日に。
745	一人ではなく、レオンテウスも共にいた、アレースの若枝、
746	意気高きカイネウスの子コローノスの、その子が。
747	これらには四十隻の黒船が従った。
748	グーネウスはキュポスから、二十二隻の船を率いた。
749	彼にはエニエーネスと、戦に踏みとどまるペライボイが従った、
750	冬の厳しいドードーネーのあたりに、家を構えた者たち、
751	慕わしいティタレーソスのほとりで、田畑を営む者たち。
752	その川はペーネイオスへ、美しく流れる水を送るが、
753	銀の渦巻くペーネイオスと、混ざりはしない。
754	その上を、油のように流れる。
755	恐ろしい誓いの水、ステュクスの分かれ水だからだ。
756	マグネーテス勢を率いたのは、テンスレードーンの子プロトオス、
757	ペーネイオスと、葉を揺らすペーリオンのあたりに
758	住まう者たち。これらを、足速きプロトオスが率いた。
759	彼には四十隻の黒船が従った。
760	これらがダナオイの将たち、統べる者たちであった。
761	その中で誰が群を抜いて優れていたか、ムーサよ、私に語れ、
762	人においても馬においても、アトレウスの子らに従った者たちのうちで。
763	馬では、ペレースの子の馬が群を抜いて優れていた、
764	エウメーロスが駆ったその馬は、鳥のように足速く、
765	毛並みも齢も同じで、背の高さも測り縄で揃えたようだった。
766	その馬を、銀の弓を持つアポローンがペーレイアで育てた、
767	二頭とも牝馬で、アレースの恐怖を運ぶ馬を。
768	人では、テラモーンの子アイアースが群を抜いて優れていた、
769	アキレウスが怒りを抱いているあいだは。あの人こそ、はるかに勝れていたのだ、
770	非の打ちどころなきペーレウスの子を運ぶ、馬たちも。
771	だが彼は、海を渡る反り返った船のうちに
772	臥せっていた、民の牧者アガメムノーンに怒りを抱いて、
773	アトレウスの子に。兵たちは海の波打ち際で
774	円盤を投げ、投げ槍を放って楽しみ、
775	弓も引いた。馬たちはそれぞれの戦車のかたわらで
776	蓮草と、沼に育つ芹とを食みながら
777	立っていた。主たちの戦車は、よく覆われて置かれていた、
778	天幕の中に。兵たちはアレースに愛される将を恋しく思い、
779	陣中をあちこち歩き回り、戦おうとはしなかった。
780	彼らは進んだ、大地全体が火に呑まれるかのように。
781	大地はその下で呻いた、雷を喜ぶゼウスが
782	怒って、テュポーエウスのまわりの大地を打つときのように、
783	アリモイの地で。そこにテュポーエウスの臥所があるという。
784	そのように、進む彼らの足の下で、大地は大きく呻いた。
785	彼らは実に速やかに、平野を横切っていった。
