176	二人が互いに近づき合ったとき、
177	足速い輝かしいアキレウスが、先に言った。
178	「アイネイアースよ、なぜ群れをそれほど遠く抜け出て
179	立ったのか。私と戦えと、心が命じたのか。
180	馬を馴らすトロイア勢を統べようと望んで、
181	プリアモスの誉れを得ようと。だがお前が私を討ち取ったとしても、
182	そのためにプリアモスが、その手に誉れの品を置きはすまい。
183	あの人には息子たちがいる。しかも堅固で、耄碌もしていない。
184	それともトロイア勢がお前に、他に抜きん出た領地を切り取ったのか、
185	果樹と耕地との美しい領地を。私を殺したら、
186	そこを治めるようにと。だがそれは、なし難かろうと思う。
187	前にも一度、槍でお前を追い立てたはずだ。
188	覚えていないのか。牛のところで一人でいたお前を、
189	イーデーの山から速い足で追い立てたのを、
190	たちまちに。あのときは逃げながら、振り返りもしなかった。
191	そこからリュルネーソスへ逃げ込んだ。だが私はその都を
192	追って行って滅ぼした、アテーネーと父ゼウスとともに。
193	女たちから自由の日を奪って、捕虜として
194	連れて行った。だがお前はゼウスと他の神々とが救った。
195	だが今は救うまいと思う。お前が心に
196	思っているようには。だから私はお前に、退いて
197	群れの中へ行けと勧める。私に立ち向かうな、
198	何か悪い目に遭う前に。済んでから、愚か者は悟るのだ。」
199	アイネイアースが、答えて声を上げた。
200	「ペーレウスの子よ、言葉で私を、赤子のように
201	脅せると思うな。私自身よく心得ている、
202	嘲りも、悪態も、口にすることを。
203	我らは互いの家系を知っている、親のことも知っている、
204	死すべき人間の、昔から名高い言葉を聞いて。
205	だが目では、お前は私の親を見たことがなく、私もお前の親を見たことがない。
206	お前は非の打ちどころなきペーレウスの裔だと言われている。
207	母は髪美しい海の娘テティスだと。
208	一方私は、心大いなるアンキーセースの子だと
209	誇る。母はアプロディーテーだ。
210	そのどちらかが、今日、愛しい子を嘆くことになる。
211	赤子じみた言葉のやり取りで、こうして分かれて
212	戦から帰るなどとは、私は思わない。
213	これも知りたいと望むなら、我らの家系を
214	よく知るように言おう。多くの男が知っていることだ。
215	まずダルダノスを、雲を集めるゼウスが生んだ。
216	ダルダノスはダルダニエーを築いた。聖なるイーリオスが
217	まだ平野に、言葉を持つ人間の都として建てられておらず、
218	泉多きイーデーの裾に、人が住んでいたころのことだ。
219	ダルダノスは、王エリクトニオスを子に生んだ。
220	死すべき人間の中で、最も富める者となった男だ。
221	その者の牝馬が三千頭、沼地で草を食んでいた、
222	柔らかな仔馬を誇りながら。
223	草を食むその馬たちに、北風ボレアースが恋をした。
224	瑠璃色のたてがみの牡馬の姿を借りて、床を共にした。
225	牝馬たちは孕んで、十二頭の仔馬を産んだ。
226	その仔馬たちは、穀物を生む耕地の上を跳ねるときには、
227	穂の先の上を走って、折りもしなかった。
228	海の広い背の上を跳ねるときには、
229	白い海の波打ち際の先を、走ったものだ。
230	エリクトニオスはトロースを生んだ、トロイア勢の主を。
231	トロースには、非の打ちどころなき三人の子が生まれた、
232	イーロスと、アッサラコスと、神にも等しいガニュメーデースが。
233	ガニュメーデースは、死すべき人間の中で最も美しかった。
234	神々がその者をさらって、ゼウスの酌をさせた、
235	その美しさゆえに、不死の者たちの中にいるようにと。
236	イーロスは、非の打ちどころなき子ラーオメドーンを生んだ。
237	ラーオメドーンはティートーノスを生み、プリアモスを生み、
238	ラムポスを、クリュティオスを、アレースの枝ヒケターオーンを生んだ。
239	アッサラコスはカピュスを生み、カピュスはアンキーセースを子に生んだ。
240	そしてアンキーセースが私を生み、プリアモスが輝かしいヘクトールを生んだ。
241	この生まれ、この血の者だと、私は誇る。
242	ゼウスは人の力量を、増しもし減らしもする、
243	望むままに。すべての中で最も強い者なのだから。
244	さあ、こんなことを子どものように
245	殺し合いの戦いの真ん中に、立ったまま言い合うのは、やめよう。
246	互いに悪態を並べることなら、二人ともできる、
247	百の座席の船でも、その重さを担えぬほどに。
248	人間の舌はよく回り、その中には数々の言葉がある、
249	あらゆる種類の。言葉の牧場は、あちらにもこちらにも広い。
250	どんな言葉を口にするかで、そのとおりの言葉を聞くことになる。
251	だが我ら二人が、争いといさかいとを
252	向かい合って言い立てる要が、どこにあろう。女たちのように。
253	女らは心を食らう争いに怒って、
254	通りの真ん中へ出て、互いに罵り合う。
255	多くは本当のことを、そうでないことも。怒りがそれをも言わせるのだ。
256	言葉で私の猛りを、逸る私を引き返させることはできぬ、
257	青銅で真っ向から戦う前には。さあ急いで、
258	青銅を張った槍で、互いを味わおう。」
259	こう言って、恐ろしい楯へ猛き槍を打ち込んだ、
260	凄まじい楯へ。楯は槍の切っ先のまわりで大きく唸った。
261	ペーレウスの子は、太い手で楯を
262	体から離して構えた、怯えて。長い影を落とす槍が
263	心大いなるアイネイアースの手から、たやすく
264	貫くと思ったのだ。愚かにも。心にも魂にも思い至らなかった、
265	神々の誉れ高い贈り物は、そう易々と
