401	こう言おう、そしてそれは必ず果たされる。
402	あの二人の車の下の速い馬を、萎えさせよう。
403	二人自身を車から投げ落とし、車を打ち砕こう。
404	十年が巡り来ようとも、
405	雷が掴んだその傷は、癒えることはない。
406	輝く目の娘が、父と戦うとはどういうことか、知るように。
407	ヘーラーには、それほど憤りも怒りもしない。
408	私の言うことを挫くのは、いつものことだからだ。」
409	こう言った。嵐の足のイリスが、使いに立った。
410	イーデーの山から、大いなるオリュンポスへ行った。
411	襞多きオリュンポスの、一番外の門で
412	出会って引き止め、ゼウスの言葉を告げた。
413	「どこへ逸るのですか。心の内で、何が狂っているのですか。
414	クロノスの子は、アルゴス勢を助けることを許しません。
415	クロノスの子はこう脅し、必ず果たすでしょう。
416	あなたがたの車の下の速い馬を、萎えさせる。
417	あなたがた自身を車から投げ落とし、車を打ち砕く。
418	十年が巡り来ようとも、
419	雷が掴んだその傷は、癒えることはない。
420	輝く目の女神よ、父と戦うとはどういうことか、知るように、と。
421	ヘーラーには、それほど憤りも怒りもしない。
422	あの方の言うことを挫くのは、いつものことだから、と。
423	ですがあなたは、最も恐ろしい、恐れを知らぬ犬です、もし本当に
424	ゼウスに向かって、巨大な槍を挙げる気なら。」
425	こう言って、足速いイリスは去った。
426	ヘーラーがアテーネーに、語りかけた。
427	「なんということ、山羊皮の楯を持つゼウスの子よ、私はもう
428	死すべき者らのために、私たち二人がゼウスに向かって戦うことを、許しません。
429	ある者は滅び、ある者は生きればよい、
430	当たるがままに。あの方は心に思うところに従って、
431	トロイア勢とダナオイとを裁けばよい、ふさわしいように。」
432	こう言って、蹄ひとつの馬を引き返させた。
433	ホーライが鬣美しい馬を解き、
434	不死の飼葉桶に繋ぎ、
435	車を、隈なく輝く壁に立てかけた。
436	二柱は黄金の椅子に、座った、
437	他の神々に交じって、心を痛めながら。
438	父ゼウスはイーデーから、良き車輪の車と馬とを
439	オリュンポスへ駆り、神々の座へ着いた。
440	名高い大地を揺する者が、馬を解き、
441	車を台に載せ、布を掛けて覆った。
442	遠く見はるかすゼウス自らは、黄金の玉座に
443	座した。その足の下で、大いなるオリュンポスが揺れた。
444	アテーネーとヘーラーだけは、ゼウスから離れて
445	座り、話しかけも問いかけも、しなかった。
446	ゼウスは心に察して、声をかけた。
447	「なぜそんなに心を痛めているのだ、アテーネーよ、ヘーラーよ。
448	男の誉れを高める戦で、疲れ果てたわけでもあるまい、
449	トロイア勢を滅ぼして。恐ろしい恨みを、彼らに向けているのだから。
450	いずれにせよ、私の猛りと触れがたい手の前では、
451	オリュンポスの神々すべてがかかっても、私を退けられはしない。
452	お前たち二人は、輝く四肢を震えに捉えられていた、
453	戦を見るより前に、戦の恐ろしい業を見るより前に。
454	こう言おう、そしてそれは果たされていたはずだ。
455	雷に打たれて、お前たちの車に乗ったまま
456	オリュンポスへ、不死なる者らの座へ帰り着くことは、なかった。」
457	こう言った。アテーネーとヘーラーは、鼻を鳴らした。
458	並んで座り、トロイア勢への災いを謀っていた。
459	アテーネーは黙って、何も言わなかった、
460	父ゼウスに拗ねて。荒々しい怒りが、彼女を捉えていた。
461	ヘーラーの胸は怒りを容れきれず、言った。
462	「最も恐ろしいクロノスの子よ、何ということを言うのですか。
463	私たちも、あなたの力が弱くないことを、よく知っています。
464	それでも槍の使い手たるダナオイを、嘆かずにはいられません。
465	悪しき運命を満たして、滅びることになるのですから。
466	戦からは手を引きましょう、あなたが命じるなら。
467	ですがアルゴス勢には、助けとなる企てを授けましょう、
468	あなたが憤ったために、みなが滅びてしまわぬように。」
469	雲を集めるゼウスが、答えて言った。
470	「明日の暁には、猛り高きクロノスの子が
471	もっと激しく振る舞うのを見るだろう、望むならば、牛の目の尊いヘーラーよ。
472	槍の使い手たるアルゴス勢の、大軍を滅ぼすのを。
473	逞しいヘクトールが戦をやめるのは、
474	足速いペーレウスの子が船のかたわらで立ち上がるまでだ。
475	その日、彼らは艫のあたりで戦うだろう、
476	最も恐ろしい狭さの中で、死んだパトロクロスをめぐって。
477	そう定められているのだ。お前が怒ろうと、私は気にかけぬ、
478	たとえ大地と海との、最も低い果てへ行こうともだ。
479	そこではイーアペトスとクロノスとが
480	座して、ヒュペリーオーンなる陽の光にも
481	風にも喜ばず、深いタルタロスがまわりを囲んでいる。
482	そこまでさまよい着いたとしても、私はお前が
483	拗ねようと気にかけぬ。お前より犬じみたものは、他にないのだから。」
484	こう言った。白い腕のヘーラーは、何も答えなかった。
485	陽の輝く光がオーケアノスへ落ちた、
